,Zm00001d028401,Zm00001d049179,Zm00001d035082,Zm00001d031463,Zm00001d039173,Zm00001d006010,Zm00001d033861,Zm00001d043589,Zm00001d040260,Zm00001d048201,Zm00001d024281,Zm00001d018024,Zm00001d018742,Zm00001d034112,Zm00001d033673,Zm00001d044228,Zm00001d028398,Zm00001d025944,Zm00001d048082,Zm00001d005454,Zm00001d015737,Zm00001d020620,Zm00001d020910,Zm00001d031913,Zm00001d039432,Zm00001d042217,Zm00001d018775
cell_212,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
cell_213,0,0,0,1,1,0,1,3,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_214,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_215,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_216,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_217,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_218,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0
cell_219,0,0,0,1,1,0,0,13,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0
cell_220,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_221,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0
cell_222,4,0,0,1,3,1,0,0,0,1,0,1,0,2,1,0,0,0,0,2,6,1,0,0,0,0,0
cell_223,1,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cell_224,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0
cell_225,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_226,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,2,0,0,0
cell_227,0,0,0,0,1,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_228,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_229,0,0,0,4,0,0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_230,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_231,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
cell_232,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0
cell_233,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,7,0,0,0
cell_234,1,0,0,0,2,0,1,1,0,0,0,0,1,4,0,0,1,1,1,0,0,0,0,1,1,0,0
cell_235,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,2,0,0,0
cell_236,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_238,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_239,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_240,0,0,0,1,0,0,0,3,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_241,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
cell_242,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_243,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_244,0,0,0,1,0,0,1,11,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_245,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_246,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cell_247,1,0,0,1,1,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
cell_248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cell_249,2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_250,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_251,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cell_252,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_253,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_254,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_255,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_256,0,0,0,3,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_257,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
cell_258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
cell_259,0,0,0,3,0,0,0,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
cell_260,0,0,8,0,0,0,0,3,0,1,1,0,0,3,0,0,0,0,0,0,16,0,0,1,0,0,0
cell_261,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0
cell_262,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,3,1,0,0,0,0
cell_263,0,0,0,1,0,0,2,9,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_264,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_265,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_266,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0
cell_267,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cell_268,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_269,1,0,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,5,0,0,6,0,0,0
cell_270,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_272,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_273,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_274,0,0,1,0,0,0,1,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_275,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cell_276,0,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
cell_277,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cell_278,0,0,0,7,1,0,0,14,0,2,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
cell_279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_280,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_281,0,0,0,3,1,0,1,15,0,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0
cell_282,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_283,3,0,0,1,4,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,1,1,0,0
cell_284,0,0,0,1,1,2,1,1,0,0,1,3,0,4,1,0,0,1,0,2,0,8,0,0,2,1,0
cell_285,0,0,0,1,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
cell_286,0,0,2,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,6,0,0,3,0,0,0
cell_287,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_288,0,0,8,0,1,0,0,9,0,0,1,1,0,1,0,0,0,0,0,0,18,0,0,3,0,0,0
cell_289,1,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_290,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0
cell_291,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cell_292,0,0,0,2,0,1,1,1,0,0,1,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0
cell_293,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_294,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
cell_295,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_296,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
cell_297,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
cell_298,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_299,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_300,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_301,0,0,0,2,0,0,0,5,0,3,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
cell_302,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_304,0,0,0,2,1,0,2,7,0,1,11,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
cell_305,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
cell_306,0,0,0,5,2,0,3,10,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_307,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
cell_308,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_309,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
cell_310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
cell_313,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_314,0,0,0,2,1,0,3,4,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_315,0,0,2,0,0,0,0,2,0,0,0,0,5,2,0,0,5,0,0,0,13,0,0,4,0,0,0
cell_316,0,0,2,2,0,0,1,6,0,0,0,1,1,2,0,0,2,0,0,0,11,0,0,0,1,0,0
cell_317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_318,0,0,0,0,3,1,1,0,0,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
cell_319,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_320,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_321,0,0,0,1,1,0,0,6,0,7,0,1,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0
cell_322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0
cell_323,0,0,0,0,2,0,1,0,1,1,0,2,0,1,1,0,0,1,0,2,0,0,0,0,4,0,0
cell_324,0,0,0,0,0,0,2,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_325,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_327,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
cell_328,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_329,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
cell_330,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cell_331,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_332,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cell_333,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_334,1,0,0,0,2,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0
cell_335,0,0,0,0,1,0,3,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
cell_336,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_337,0,0,0,0,1,0,0,11,0,5,1,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0
cell_338,3,0,0,6,2,0,1,1,0,1,0,3,0,4,1,0,1,0,0,0,9,1,0,0,4,2,0
cell_339,0,0,1,0,0,0,2,2,0,1,0,0,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0
cell_340,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_341,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_342,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
cell_343,0,0,4,2,0,0,0,3,0,1,0,0,1,3,1,0,1,0,0,0,16,0,0,0,0,0,0
cell_344,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
cell_345,0,0,0,1,2,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_346,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_347,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cell_348,0,0,3,0,0,0,1,3,0,1,0,0,0,7,0,0,0,0,0,0,14,0,0,1,0,0,0
cell_349,1,0,0,0,0,0,3,1,0,0,0,3,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
cell_350,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0
cell_351,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
cell_352,1,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_353,3,0,0,0,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_354,0,0,0,0,0,0,1,6,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
cell_355,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_356,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_357,0,0,0,0,0,0,0,4,1,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0
cell_358,3,0,0,0,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
cell_360,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_361,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_362,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_363,1,0,1,0,0,0,2,4,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
cell_364,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0
cell_365,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_366,0,0,0,1,1,2,0,3,0,1,0,3,2,4,0,1,0,0,0,0,0,0,0,0,1,1,0
cell_367,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_368,0,0,0,0,2,0,0,1,0,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
cell_369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_370,0,0,0,1,2,0,1,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_371,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_372,0,0,2,1,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
cell_373,1,0,0,1,2,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
cell_374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_375,0,0,0,1,1,0,0,7,1,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0
cell_376,0,0,3,0,0,0,0,7,0,1,0,1,2,0,0,0,0,0,0,0,23,0,0,1,0,0,0
cell_377,0,0,0,0,1,0,1,2,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_378,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_380,2,0,2,1,2,1,2,3,0,4,1,1,1,0,1,0,1,0,0,0,4,1,0,1,0,0,0
cell_381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
cell_382,1,0,1,5,2,0,2,13,0,16,0,2,3,8,6,0,2,0,0,0,0,1,0,0,0,0,0
cell_383,1,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0
cell_384,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_385,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
cell_386,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cell_387,0,0,0,1,0,0,0,3,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0
cell_388,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0
cell_389,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_390,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
cell_391,1,0,0,1,0,0,0,0,0,1,0,0,1,2,0,3,1,0,0,0,0,0,0,1,0,0,0
cell_392,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
cell_393,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_394,0,0,1,7,0,0,0,11,0,22,0,0,0,7,6,0,0,0,0,0,0,3,0,0,1,0,0
cell_395,0,0,0,0,0,0,2,3,0,5,0,1,1,3,1,0,0,0,0,0,0,4,0,0,0,0,0
cell_396,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_397,1,0,0,2,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
cell_398,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0
cell_399,1,0,8,1,0,0,0,5,0,1,0,0,1,1,0,0,0,0,0,0,20,0,0,0,0,0,0
cell_400,0,0,0,2,1,0,2,6,0,8,0,0,2,3,0,0,2,0,0,0,0,5,0,0,0,0,0
cell_401,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
cell_402,0,1,1,1,1,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_403,1,0,1,0,0,0,3,0,0,3,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0
cell_404,0,0,0,5,0,0,0,8,0,11,0,0,2,2,1,0,0,0,0,0,0,3,0,0,1,0,0
cell_405,0,0,1,3,1,0,0,8,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
cell_406,0,0,1,0,2,0,2,7,0,4,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0
cell_407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0
cell_408,0,0,0,0,2,1,0,0,0,0,4,0,1,3,0,1,0,0,0,0,3,2,0,0,2,0,0
cell_409,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0
cell_410,0,0,0,0,0,0,0,1,0,10,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
cell_411,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_412,1,0,7,1,0,0,0,3,0,1,0,1,0,4,0,0,0,0,0,0,8,0,0,1,0,0,0
cell_413,0,0,0,2,0,0,1,2,0,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0
cell_414,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1
cell_415,1,0,0,8,0,0,0,13,0,4,2,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0
cell_416,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_417,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_418,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_419,2,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cell_420,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
cell_421,1,0,1,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0
cell_422,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_423,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_424,0,0,0,2,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_425,0,0,0,2,2,0,0,4,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0
cell_426,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
cell_427,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
cell_428,1,0,11,0,0,0,1,4,0,1,0,1,1,4,0,0,0,0,0,0,21,0,0,0,0,0,0
cell_429,0,0,0,3,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0
cell_430,0,0,0,2,0,0,0,3,0,1,0,1,1,4,0,0,4,0,0,0,1,1,0,0,0,0,0
cell_431,2,0,0,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_432,0,0,0,0,1,1,2,0,0,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
cell_433,0,0,0,0,3,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_434,0,0,0,4,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
cell_435,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
cell_436,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
cell_437,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_438,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,1,0,0,0,1,0,0,1,1,0,0
cell_439,0,0,0,3,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_440,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_441,0,0,0,2,2,0,1,7,2,4,0,0,1,2,0,1,0,0,0,3,0,0,0,0,1,0,0
cell_442,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_443,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_444,0,0,0,2,0,0,0,11,0,2,0,1,2,5,0,0,0,0,0,0,1,1,1,0,0,0,0
