,imagecol,imagerow
cell_937,1640.96,1174.97
cell_938,1641.54,1719.16
cell_939,1641.99,1670.08
cell_940,1642.32,1047.34
cell_941,1642.76,868.09
cell_942,1642.95,1056.62
cell_943,1644.7,1229.87
cell_944,1644.75,924.35
cell_945,1645.34,1634.32
cell_946,1645.58,1146.58
cell_947,1645.64,1608
cell_948,1646.54,1164.93
cell_949,1648.18,1449.18
cell_950,1648.23,1132.9
cell_951,1648.66,1198.88
cell_952,1648.88,1688.48
cell_953,1649.39,1661.13
cell_954,1649.84,1386.88
cell_955,165.67,2254.58
cell_956,1650.01,1030.76
cell_957,1650.07,1703.06
cell_958,1650.73,1725.85
cell_959,1650.92,1041.17
cell_960,1652.62,1214.1
cell_961,1652.82,1072.45
cell_962,1653.65,1099.78
cell_963,1656.28,569.39
cell_964,1656.97,806.81
cell_965,1657.46,2104.75
cell_966,1658.29,1126.58
cell_967,1658.31,1698.76
cell_968,1658.93,1167.31
cell_969,1659.59,1555.26
cell_970,1659.7,1747.02
cell_971,1660.21,1182.69
cell_972,1660.58,2133.7
cell_973,1661.03,892.58
cell_974,1662.01,1294.23
cell_975,1662.27,1059.16
cell_976,1662.68,1686.19
cell_977,1663.34,1085.45
cell_978,1663.65,1565.62
cell_979,1663.92,1099.29
cell_980,1664.24,1025.13
cell_981,1664.63,1485.88
cell_982,1664.83,1654.06
cell_983,1664.99,1112.13
cell_984,1665.37,1340.06
cell_985,1665.78,1708.08
cell_986,1667.1,2086.19
cell_987,1667.62,1630.26
cell_988,1668.04,1227.35
cell_989,1668.04,867.71
cell_990,1668.46,1715.93
cell_991,1668.52,1070.66
cell_992,1669.44,1733.63
cell_993,1669.49,1051.73
cell_994,167.3,1069.47
cell_995,1670.41,1515.45
cell_996,1670.81,1159.64
cell_997,1671.07,1744.4
cell_998,1671.91,1193.68
cell_999,1672.1,1132.02
cell_1000,1673.18,1026.7
cell_1001,1674.13,1606.11
cell_1002,1674.15,1107.52
cell_1003,1677.93,1150.27
cell_1004,1677.93,2634.93
cell_1005,1678.56,1172.72
cell_1006,1678.97,1683.3
cell_1007,1679.79,1078.94
cell_1008,1681.06,1028.17
cell_1009,1681.09,1546.55
cell_1010,1681.18,1201.29
cell_1011,1681.28,1264.44
cell_1012,1681.56,1212.61
cell_1013,1682.54,1720.51
cell_1014,1682.56,1662.52
cell_1015,1682.86,1053.94
cell_1016,1683,1108.18
cell_1017,1683.17,1136.16
cell_1018,1683.68,1748.35
cell_1019,1684.18,1346.91
cell_1020,1685.52,1243.64
cell_1021,1685.73,1226.65
cell_1022,1688.3,1148.76
cell_1023,1688.44,1036.37
cell_1024,1688.58,1999.93
cell_1025,1689.27,1606.73
cell_1026,1689.89,1093.86
cell_1027,1690.2,876.03
cell_1028,1690.45,2160.16
cell_1029,1692.83,1327.42
cell_1030,1693.57,901.84
cell_1031,1695.06,1136.03
cell_1032,1695.5,1661.83
cell_1033,1695.51,1079.12
cell_1034,1696.86,1039.6
cell_1035,1697.19,1742.4
cell_1036,1697.56,1067.17
cell_1037,1698.92,2093.81
cell_1038,1699.06,1048.27
cell_1039,1699.29,1122.4
cell_1040,1699.54,1146.89
cell_1041,1700.06,1102.37
cell_1042,1703.1,1180.95
cell_1043,1703.12,1241.62
cell_1044,1703.4,881.95
cell_1045,1703.65,1726.1
cell_1046,1703.81,1160.46
cell_1047,1704.31,1613.67
cell_1048,1704.67,1219.98
cell_1049,1704.84,1197.34
cell_1050,1705.94,1090.94
cell_1051,1706.72,859.59
cell_1052,1707.22,1073.62
cell_1053,1708.13,342.9
cell_1054,1708.24,1551.28
cell_1055,1708.35,1209.14
cell_1056,1709.12,1710.45
cell_1057,1709.52,1107.75
cell_1058,1709.8,1055.35
cell_1059,1712.18,1154.44
cell_1060,1712.47,1501.51
cell_1061,1712.81,1136.43
cell_1062,1713.14,1576.87
cell_1063,1713.44,1083.4
cell_1064,1714.18,1657.48
cell_1065,1715.15,1701.75
cell_1066,1715.68,1588.92
cell_1067,1716.43,866.52
cell_1068,1716.9,1180.97
cell_1069,1717.19,1726.96
cell_1070,1717.87,1261.34
cell_1071,1718.12,626.79
cell_1072,1718.25,1691.13
cell_1073,1718.51,368.67
cell_1074,1718.82,1198.95
cell_1075,1719.21,1742.44
cell_1076,1722.52,1676.84
cell_1077,1723.51,844.12
cell_1078,1723.59,1225.38
cell_1079,1724.39,1128.44
cell_1080,1724.88,1151.1
cell_1081,1724.96,2340.98
cell_1082,1726.36,2160.8
cell_1083,1726.78,1648.08
cell_1084,1727.59,1075.95
cell_1085,1727.65,1098.5
cell_1086,1727.76,1751.29
cell_1087,1729.13,2720.84
cell_1088,1729.98,1217.21
cell_1089,1731.27,1702.73
cell_1090,1731.62,1539.44
cell_1091,1732.38,1661.44
cell_1092,1732.76,2112.64
cell_1093,1734.23,1141.18
cell_1094,1735.01,1561.81
cell_1095,1735.2,2098.23
cell_1096,1735.61,1332
cell_1097,1735.65,1102.63
cell_1098,1736.29,1739.38
cell_1099,1736.35,1243.74
cell_1100,1736.8,1129.23
cell_1101,1737.47,1637.66
cell_1102,1738.4,1580.58
cell_1103,1739.06,1519.23
cell_1104,1739.43,1046.53
cell_1105,1739.61,1261.66
cell_1106,174.48,1084.56
cell_1107,1741.52,1690.72
cell_1108,1741.57,2132.6
cell_1109,1742.12,573.54
cell_1110,1742.53,1954.36
cell_1111,1743.02,1501.58
cell_1112,1743.17,1553.28
cell_1113,1743.72,1107.62
cell_1114,1744.12,1065.93
cell_1115,1744.21,1281.85
cell_1116,1744.64,1726.46
cell_1117,1745.04,1339.79
cell_1118,1745.59,2644.52
cell_1119,1746,1078.99
cell_1120,1746.36,1754.41
cell_1121,1746.62,1223.87
cell_1122,1746.72,1448.28
cell_1123,1747.42,1017.6
cell_1124,1749.75,1128.86
cell_1125,1749.85,859.31
cell_1126,1749.96,2139.09
cell_1127,1750.56,1209.36
cell_1128,1750.56,1523.93
cell_1129,1750.63,1091.85
cell_1130,1751.66,1536.46
cell_1131,1752.34,1704.45
cell_1132,1752.96,1111.52
cell_1133,1753.8,1140.78
cell_1134,1754.86,1035.58
cell_1135,1755.37,1648.58
cell_1136,1756.65,1069.09
cell_1137,1756.68,2310.68
cell_1138,1757.36,1313.26
cell_1139,1758.04,1199.12
cell_1140,1758.07,1750.48
cell_1141,1759.26,1731.46
cell_1142,1759.31,2131.06
cell_1143,1760.24,1014.84
cell_1144,1760.42,1190.48
cell_1145,1760.47,1693.99
cell_1146,1760.58,2107.35
cell_1147,1760.84,1576.24
cell_1148,1760.93,1539.06
cell_1149,1761.08,1148.39
cell_1150,1761.53,2159.64
cell_1151,1761.97,2328.21
cell_1152,1762.28,1554.06
cell_1153,1763.75,1620.78
cell_1154,1765.21,1669.94
cell_1155,1765.32,1488.92
cell_1156,1765.87,1599.51
cell_1157,1765.88,1065.82
cell_1158,1766.04,1363.84
cell_1159,1766.56,1087.26
cell_1160,1767.08,1718.67
cell_1161,1768.21,1755
cell_1162,1768.25,867.41
cell_1163,1768.5,1033.68
cell_1164,1769.04,1158.72
cell_1165,1769.83,1135.2
cell_1166,1770.47,1572.19
cell_1167,1770.71,1110.76
cell_1168,1770.87,1122.74
cell_1169,1771.33,2304.07
cell_1170,1771.41,1497.39
cell_1171,1771.9,2127.06
cell_1172,1772.49,1743.28
cell_1173,1773.83,1254.37
cell_1174,1774.19,1227.3
cell_1175,1775.95,1065.02
cell_1176,1777.35,1217.9
cell_1177,1777.62,1450.19
cell_1178,1777.75,2168.15
cell_1179,1778.62,1192.81
cell_1180,1779.01,1783.4
cell_1181,1779.53,1161.17
cell_1182,1780.31,1135.6
cell_1183,1780.78,1082.73
cell_1184,1780.8,2336.6
cell_1185,1781.48,1735.31
cell_1186,1781.58,1710.94
cell_1187,1781.96,1039.54
cell_1188,1782.99,1614.71
cell_1189,1783.04,1175.72
cell_1190,1783.22,1398.66
cell_1191,1783.63,1007.94
cell_1192,1784.03,1203.57
cell_1193,1784.28,1549.7
cell_1194,1784.33,1099.13
cell_1195,1786.23,1028.1
cell_1196,1786.97,1634.44
cell_1197,1787.78,2302.12
cell_1198,1788.06,1599.14
cell_1199,1789.27,2089.61
cell_1200,1789.81,1666.94
cell_1201,1790.66,2141.99
cell_1202,1790.73,1063.79
cell_1203,1792.15,1727.73
cell_1204,1792.28,1559.91
cell_1205,1792.67,1701.4
cell_1206,1793.36,1158.56
cell_1207,1793.83,1244.82
cell_1208,1794.06,2330.2
cell_1209,1794.19,1095.83
cell_1210,1794.54,1125.38
cell_1211,1795.64,1078.35
cell_1212,1796.71,1005.09
cell_1213,1796.97,842.94
cell_1214,1797.26,1044.5
cell_1215,1797.45,1229.59
cell_1216,1798.01,1650.18
cell_1217,1798.02,1741.19
cell_1218,1798.43,1107.5
cell_1219,1798.73,1206.96
cell_1220,1798.99,1141.73
cell_1221,1799.41,1622.75
cell_1222,1801.61,1593.51
cell_1223,1801.94,1024.07
cell_1224,1802.01,1580.43
cell_1225,1802.6,1192.25
cell_1226,1803.73,1692.53
cell_1227,1804.52,852.69
cell_1228,1805.04,1035.46
cell_1229,1805.31,1183.89
cell_1230,1805.5,2099.44
cell_1231,1806.25,1706.19
cell_1232,1806.85,1604.48
cell_1233,1807.16,1078.45
cell_1234,1807.21,1094.71
cell_1235,1807.6,1006.2
cell_1236,1807.78,1211.12
cell_1237,1808.09,1280.26
cell_1238,1808.14,1169.61
cell_1239,1808.26,2154.02
cell_1240,1808.53,1723.29
cell_1241,1810.19,1447.91
cell_1242,1810.2,1140.6
cell_1243,1810.66,993.86
cell_1244,1811.19,1125.07
cell_1245,1812.23,1539.38
cell_1246,1812.94,1057.32
cell_1247,1813.87,2076.88
cell_1248,1813.98,1220.63
cell_1249,1816.48,1477.1
cell_1250,1817.43,1551.44
cell_1251,1817.96,833.5
cell_1252,1818.04,1245.33
cell_1253,1818.51,1622.3
cell_1254,1818.61,1098.03
cell_1255,1819.21,1681.37
cell_1256,1819.36,1085.31
cell_1257,1820.39,1020.33
cell_1258,1821.74,1722.66
cell_1259,1822.78,852.73
cell_1260,1822.91,1212.63
cell_1261,1824.12,1072.64
cell_1262,1824.21,1161.29
cell_1263,1825.72,1046.1
cell_1264,1826.21,2342.26
cell_1265,1826.22,1135.62
cell_1266,1826.22,1193.01
cell_1267,1828.06,1602.75
cell_1268,1828.57,1203.64
cell_1269,1828.68,1773.13
cell_1270,1829.82,1104.54
cell_1271,1831.91,1588
cell_1272,1832.1,2353.84
cell_1273,1832.25,1666.52
cell_1274,1832.35,855.15
cell_1275,1832.76,1031.73
cell_1276,1833.1,2132.44
cell_1277,1833.31,1187.46
cell_1278,1833.53,1693.61
cell_1279,1833.59,1161.92
cell_1280,1834.1,872.28
cell_1281,1834.58,1621.27
cell_1282,1836.5,1042.27
cell_1283,1836.63,2100.63
cell_1284,1837.73,1716.4
cell_1285,1838.97,1074.9
cell_1286,1838.98,1130.05
cell_1287,1839.14,1216.39
cell_1288,1839.44,1118.33
cell_1289,1839.51,1104.29
cell_1290,1840.39,2307.68
cell_1291,1840.97,829.85
cell_1292,1841.44,1150.43
cell_1293,1842.28,1173.18
cell_1294,1844.4,1554.2
cell_1295,1845.36,2357.17
cell_1296,1845.39,2160.09
cell_1297,1845.81,1730.17
cell_1298,1846.38,1743.16
cell_1299,1846.41,1671.3
cell_1300,1848.24,1242.15
cell_1301,1848.86,1023.79
cell_1302,1849.47,1105.26
cell_1303,1850.4,1117.66
cell_1304,1850.57,844.31
cell_1305,1852.44,1138.66
cell_1306,1852.92,1717.44
cell_1307,1853.74,1584.15
cell_1308,1854.14,2143.48
cell_1309,1854.53,1168.54
cell_1310,1854.97,1640.35
cell_1311,1855.22,1073.39
cell_1312,1855.7,1746.16
cell_1313,1856.4,1598.83
cell_1314,1857.61,1623.1
cell_1315,1857.96,1195.91
cell_1316,1859.62,1706.46
cell_1317,1859.9,1184.55
cell_1318,1860.64,1111.67
cell_1319,1861.2,1763.78
cell_1320,1861.29,1128.18
cell_1321,1861.95,1054.98
cell_1322,1862.84,826.54
cell_1323,1863.07,1730.53
cell_1324,1864.33,1650.39
cell_1325,1867.25,1477.84
cell_1326,1867.77,2137.24
cell_1327,1868.27,1163.26
cell_1328,1868.3,1717.5
cell_1329,1868.64,2364.86
cell_1330,1869.25,1191.28
cell_1331,1870.16,1519.28
cell_1332,1870.55,994.39
cell_1333,1872.01,1743.32
cell_1334,1872.07,1661.27
cell_1335,1872.27,1218.27
cell_1336,1873.16,1266.16
cell_1337,1873.4,1151.15
cell_1338,1873.57,1102.24
cell_1339,1873.76,1231.2
cell_1340,1875.04,1758.49
cell_1341,1875.55,2095.51
cell_1342,1876.88,1551.39
cell_1343,1876.93,2124.94
cell_1344,1878.07,1129.82
cell_1345,1878.34,1732.82
cell_1346,1878.56,1539.61
cell_1347,1878.59,1623.26
cell_1348,1878.92,1116.62
cell_1349,1878.96,1560.72
cell_1350,1881.05,1596.85
cell_1351,1883.89,2299.94
cell_1352,1884.41,1674.2
cell_1353,1885.53,1204.16
cell_1354,1885.6,1761.89
cell_1355,1885.67,1025.41
cell_1356,1886.48,806.96
cell_1357,1886.7,985.1
cell_1358,1886.77,1662.96
cell_1359,1888.44,1703.57
cell_1360,1888.89,1641.99
cell_1361,1889.02,1530.37
cell_1362,1889.5,1134.43
cell_1363,1890.05,1588.42
cell_1364,1890.27,1734.65
cell_1365,1891.19,973.93
cell_1366,1891.76,1507.97
cell_1367,1893.36,1011.61
cell_1368,1893.48,1160.17
cell_1369,1893.99,1183.37
cell_1370,1894.14,1144.63
cell_1371,1894.42,1721.41
cell_1372,1895.26,1047.02
cell_1373,1895.77,1104.95
cell_1374,1895.89,831.3
cell_1375,1896.18,2103.53
cell_1376,1896.71,1220.69
cell_1377,1897,1569.77
cell_1378,1897.59,2310.09
cell_1379,1898.5,2335.13
cell_1380,1899.54,1759.61
cell_1381,1899.85,996.81
cell_1382,1900.06,2371.96
cell_1383,1900.13,1681.43
cell_1384,1902.15,1058.23
cell_1385,1902.45,1597.11
cell_1386,1902.56,1088.45
cell_1387,1902.79,1040.55
cell_1388,1903.42,952.49
cell_1389,1903.57,2153.09
cell_1390,1905.29,1739.48
cell_1391,1905.37,1636.82
cell_1392,1906.69,2191.1
cell_1393,1906.7,819.38
cell_1394,1906.92,1119.66
cell_1395,1906.92,1713.72
cell_1396,1907.05,1582.29
cell_1397,1907.32,1102.78
cell_1398,1907.51,1073.99
cell_1399,1907.62,1032.7
cell_1400,1907.99,1555.03
cell_1401,1908.82,1178.2
cell_1402,1909.09,1513.58
cell_1403,1909.45,988.62
cell_1404,1909.55,1752.8
cell_1405,1910.71,1563.35
cell_1406,1911.07,1013.39
cell_1407,1911.61,2362.85
cell_1408,1913.66,1571.64
cell_1409,1913.68,1665.02
cell_1410,1913.79,1535.34
cell_1411,1913.92,1150.56
cell_1412,1914.12,1340.12
cell_1413,1917.64,2336.51
cell_1414,1918.43,1754.41
cell_1415,1918.49,1188.01
cell_1416,1918.56,1212.99
cell_1417,1919.84,1047.44
cell_1418,1920.23,1066.32
cell_1419,1920.23,1121.06
cell_1420,1920.59,1022.5
cell_1421,1920.7,1727.44
cell_1422,1922.11,1793.51
cell_1423,1922.18,1007.28
cell_1424,1922.28,801.24
cell_1425,1922.36,1094.83
cell_1426,1922.48,1141.92
cell_1427,1923.19,1038.6
cell_1428,1924.34,1156.89
cell_1429,1925.04,1249.31
cell_1430,1925.81,1631.1
cell_1431,1927.86,987.39
cell_1432,1928.96,1588.99
cell_1433,1929.11,1755.19
cell_1434,1929.24,1608.9
cell_1435,1929.96,1725.23
cell_1436,1930.36,999.85
cell_1437,1930.5,825.19
cell_1438,1930.52,1712.71
cell_1439,1931.76,1099.48
cell_1440,1932.05,1175.33
cell_1441,1932.49,853.26
cell_1442,1933.09,1066.04
cell_1443,1933.17,2199.68
cell_1444,1933.36,2172.28
cell_1445,1934.07,1234.7
cell_1446,1934.53,937.31
cell_1447,1935.3,1347.24
cell_1448,1935.87,1083.51
cell_1449,1936.24,1745.88
cell_1450,1936.42,1316.51
cell_1451,1936.59,1793.6
cell_1452,1937.14,1008.52
cell_1453,1937.24,796.92
cell_1454,1938.08,1504.3
cell_1455,1938.57,1132.63
cell_1456,1938.99,1191.69
cell_1457,1939.05,2054.16
cell_1458,1940.81,1102.82
cell_1459,1940.93,1206.04
cell_1460,1941.6,1023.09
cell_1461,1941.79,1154.1
cell_1462,1942.13,1053.66
cell_1463,1942.5,1630.38
cell_1464,1942.81,1824.49
cell_1465,1943.87,1578.92
cell_1466,1944.08,1557.93
cell_1467,1944.31,1719.49
cell_1468,1944.36,1796.43
cell_1469,1944.99,1567.6
cell_1470,1945.21,1394.86
cell_1471,1945.23,1547.75
cell_1472,1945.34,1534.42
cell_1473,1947.09,2309.22
cell_1474,1947.32,1750.12
cell_1475,1947.39,1074.57
cell_1476,1947.4,1780.09
cell_1477,1947.45,1604.26
cell_1478,1947.83,2380.29
cell_1479,1949.1,1129.44
cell_1480,1950.14,1087.33
cell_1481,1950.17,2191.04
cell_1482,1950.33,1803.08
cell_1483,1950.35,1002.33
cell_1484,1950.54,1020.63
cell_1485,1951.67,1615.77
cell_1486,1951.74,1102.88
cell_1487,1952.62,1170.94
cell_1488,1953.21,982.79
cell_1489,1953.22,1702.89
cell_1490,1954.31,1208
cell_1491,1954.92,1119.43
cell_1492,1955.92,1196.83
cell_1493,1957.25,1826.88
cell_1494,1957.41,1572.13
cell_1495,1957.8,1720.75
cell_1496,1958.52,1072.28
cell_1497,1959.06,1593.21
cell_1498,1959.21,1057.46
cell_1499,1959.43,1156.32
cell_1500,1959.61,1370.48
cell_1501,1959.61,1733.89
cell_1502,1959.71,1038.08
cell_1503,1959.82,1583.28
cell_1504,1960.01,1778.17
cell_1505,1960.58,996.29
cell_1506,1961.85,1180.11
cell_1507,1962.67,975.7
cell_1508,1962.92,1020.62
cell_1509,1963.36,1095.34
cell_1510,1963.37,1009.27
cell_1511,1963.65,1818.25
cell_1512,1965.17,2115.15
cell_1513,1965.27,948.89
cell_1514,1965.37,2378.79
cell_1515,1966.22,820.18
cell_1516,1966.91,1113.46
cell_1517,1967.59,1784.3
cell_1518,1968.73,1752.6
cell_1519,1969.33,1132.71
cell_1520,1969.58,1673.14
cell_1521,1969.69,1807
cell_1522,1969.94,1629.18
cell_1523,1971.35,1043.06
cell_1524,1971.83,2320.83
cell_1525,1972.05,999.95
cell_1526,1972.87,1740.5
cell_1527,1972.99,1550.04
cell_1528,1973.09,1053.92
cell_1529,1973.09,1076.47
cell_1530,1973.3,1276.42
cell_1531,1973.95,1709.83
cell_1532,1974.34,1029.52
cell_1533,1974.4,972.32
cell_1534,1975.71,1779.58
cell_1535,1975.76,2192.5
cell_1536,1976.67,1574.21
cell_1537,1976.67,1649.02
cell_1538,1977.43,1755.65
cell_1539,1978.08,1091.79
cell_1540,1978.54,1729.52
cell_1541,1978.73,1178
cell_1542,1978.93,1563.28
cell_1543,1979.73,1800.78
cell_1544,1980.05,1589.81
cell_1545,1981.28,1672.73
cell_1546,1981.87,1203.96
cell_1547,1982.4,1818.58
cell_1548,1982.52,1117.74
cell_1549,1982.63,1158.03
cell_1550,1982.84,1831.31
cell_1551,1983.43,2220.14
cell_1552,1983.6,1194.79
cell_1553,1984.49,1720.82
cell_1554,1984.66,1612.2
cell_1555,1984.97,1776.71
cell_1556,1986.34,1748.3
cell_1557,1986.46,1058.54
cell_1558,1987.21,1686.43
cell_1559,1987.5,1014.73
cell_1560,1987.74,1762.35
cell_1561,1988.73,2333.56
cell_1562,1990.11,1528.67
cell_1563,1990.9,1147.55
cell_1564,1991.53,1046.21
cell_1565,1991.69,1802.88
cell_1566,1991.73,996.84
cell_1567,1992.06,1027.73
cell_1568,1992.28,1229.89
cell_1569,1992.72,2398.2
cell_1570,1993.1,1070.05
cell_1571,1995.29,1399.55
cell_1572,1995.39,1185.56
cell_1573,1995.51,1665.85
cell_1574,1995.88,1650.54
cell_1575,1996.07,1602.9
cell_1576,1996.47,1778.31
cell_1577,1997.54,2379.48
cell_1578,1998.56,1097.86
cell_1579,1998.74,1048.4
cell_1580,1998.88,1255.67
cell_1581,1998.9,1697.8
cell_1582,1998.98,1732.11
cell_1583,1999.49,1061.61
cell_1584,2000.01,974.12
cell_1585,2000.34,2337.27
cell_1586,2000.35,1613.45
cell_1587,2000.77,989.71
cell_1588,2000.82,2144.4
cell_1589,2001.97,1161.71
cell_1590,2002.17,1581.19
cell_1591,2002.36,1032.89
cell_1592,2002.51,1786.82
cell_1593,2002.54,1507.94
cell_1594,2003.82,2167.58
cell_1595,2004.97,1178.17
cell_1596,2005.05,1745.27
cell_1597,2005.16,2325.11
cell_1598,2006.34,1200.35
cell_1599,2007.1,1044.21
cell_1600,2007.16,1119.46
cell_1601,2008.72,988.94
cell_1602,2011.18,2136.09
cell_1603,2011.19,1659.79
cell_1604,2011.76,1792.82
cell_1605,2011.96,1566.85
cell_1606,2012.63,1710.9
cell_1607,2013.35,2313.75
cell_1608,2014.5,1011.43
cell_1609,2015.02,1590.39
cell_1610,2015.54,2388.42
cell_1611,2015.91,1621.32
cell_1612,2016.26,824.04
cell_1613,2016.41,1201.62
cell_1614,2017.16,1063.72
cell_1615,2018.06,1090.52
cell_1616,2018.07,1525.99
cell_1617,2018.86,2186.03
cell_1618,2019.4,1752.42
cell_1619,2019.7,2197.99
cell_1620,2019.75,1506.9
cell_1621,2020.14,1164.61
cell_1622,2020.39,970.8
cell_1623,2020.45,806.35
cell_1624,2022.53,1795.35
cell_1625,2023.51,1027.64
cell_1626,2023.62,1276.04
cell_1627,2024.03,1602.44
cell_1628,2024.22,1174.63
cell_1629,2024.58,981.34
cell_1630,2025.34,2152.04
cell_1631,2027.01,1036.01
cell_1632,2027.48,1771.09
cell_1633,2028.85,1129.52
cell_1634,2029.06,2338.9
cell_1635,2029.44,1484.56
cell_1636,2030.73,990.12
cell_1637,2030.87,938.7
cell_1638,2031.34,1754.31
cell_1639,2031.43,2395.25
cell_1640,2032.18,922.42
cell_1641,2033.94,1099.19
cell_1642,2034.08,1042.9
cell_1643,2034.23,1185.13
cell_1644,2034.36,238.25
cell_1645,2035.98,2128.94
cell_1646,2036.33,911.61
cell_1647,2036.46,1370.63
cell_1648,2036.62,1606.86
cell_1649,2036.75,1199.17
cell_1650,2036.96,999.91
cell_1651,2037.82,1767.36
cell_1652,2038.46,1725.78
cell_1653,2038.53,951.54
cell_1654,2039.25,1793.84
cell_1655,2040.17,1545.24
cell_1656,2040.39,1113.02
cell_1657,2040.73,972.55
cell_1658,2041.12,1776.2
cell_1659,2041.59,1746.82
cell_1660,2043.03,2410.44
cell_1661,2043.08,771.11
cell_1662,2043.15,1520.23
cell_1663,2043.81,1153.12
cell_1664,2044.14,1046.27
cell_1665,2045.15,1694.3
cell_1666,2045.52,1013.27
cell_1667,2046.37,1351.29
cell_1668,2046.5,1595.62
cell_1669,2047.18,2224.28
cell_1670,2047.42,935.34
cell_1671,2048.27,951
cell_1672,2049.13,1803.41
cell_1673,2050.32,989.32
cell_1674,2050.49,1097.64
cell_1675,2051.56,2142.86
cell_1676,2052.28,1062.87
cell_1677,2052.67,1766.08
cell_1678,2052.91,2195.48
cell_1679,2053.12,1165.52
cell_1680,2053.82,1079.73
cell_1681,2055.05,1132.26
cell_1682,2055.76,2335.79
cell_1683,2056.11,1825.96
cell_1684,2056.4,961.3
cell_1685,2056.5,1784.88
cell_1686,2056.84,1434.4
cell_1687,2056.98,1607.42
cell_1688,2056.99,1247.17
cell_1689,2057.77,1009.06
cell_1690,2057.86,2374.27
cell_1691,2058.78,1644.96
cell_1692,2059.13,974.53
cell_1693,2059.81,905.92
cell_1694,2060.78,1101.75
cell_1695,2061.01,1067.83
cell_1696,2062.63,942.42
cell_1697,2062.75,1043.79
cell_1698,2063.26,1524.88
cell_1699,2064.37,999.22
cell_1700,2065.51,1570.65
cell_1701,2065.63,1732.34
cell_1702,2065.66,1833.38
cell_1703,2065.68,1866.31
cell_1704,2066.1,988.64
cell_1705,2066.26,1767.05
cell_1706,2066.48,786.91
cell_1707,2067.64,1628.14
cell_1708,2068.31,1617.38
cell_1709,2068.33,1151.34
cell_1710,2068.53,1091.84
cell_1711,2069.44,1602.91
cell_1712,2069.81,1688.26
cell_1713,2070.47,1793.27
cell_1714,2070.64,2414.67
cell_1715,2071.44,1219.19
cell_1716,2071.46,1014.37
cell_1717,2072.17,910.68
cell_1718,2073.09,1116.27
cell_1719,2073.75,1031.55
cell_1720,2074.97,975.29
cell_1721,2075.62,1559.01
cell_1722,2075.73,1264.37
cell_1723,2076.19,1780.35
cell_1724,2076.44,953.51
cell_1725,2076.64,1240.66
cell_1726,2077.17,1171.61
cell_1727,2077.49,938.26
cell_1728,2077.53,2386.68
cell_1729,2077.73,1569.89
cell_1730,2078.56,1157.66
cell_1731,2079.19,1089.99
cell_1732,2081.03,996.95
cell_1733,2081.21,986.47
cell_1734,2081.42,1201.25
cell_1735,2082.48,923.72
cell_1736,2082.5,1581.74
cell_1737,2083.78,908.13
cell_1738,2084.04,967.78
cell_1739,2084.16,1133.15
cell_1740,2084.4,2223.56
cell_1741,2084.68,1502.73
cell_1742,2084.72,2203.24
cell_1743,2085.45,1792.5
cell_1744,2085.47,1050.05
cell_1745,2085.81,761.53
cell_1746,2086.72,957.73
cell_1747,2086.77,1028.65
cell_1748,2087.26,1008.94
cell_1749,2087.58,1072.35
cell_1750,2087.63,1779.9
cell_1751,2088.32,1531.62
cell_1752,2088.93,1746.68
cell_1753,2090.18,2417.51
cell_1754,2090.46,1698.38
cell_1755,2090.57,1402.97
cell_1756,2090.66,1847.59
cell_1757,2091.89,2344.83
cell_1758,2092.37,930.95
cell_1759,2092.6,912.32
cell_1760,2093.34,1173.5
cell_1761,2094.31,1636.2
cell_1762,2094.38,1754.71
cell_1763,2095.06,2384.94
cell_1764,2095.94,971.43
cell_1765,2095.97,1158.17
cell_1766,2096.29,1185.66
cell_1767,2096.54,2203.63
cell_1768,2097.16,1235.28
cell_1769,2097.2,1798.24
cell_1770,2097.27,1827.97
cell_1771,2098,1814.52
cell_1772,2099.2,1775.89
cell_1773,2099.54,1119.44
cell_1774,2099.59,935.27
cell_1775,210.27,2321.57
cell_1776,2100.86,2180.34
cell_1777,2100.97,1004.64
cell_1778,2101.01,1059.28
cell_1779,2101.05,1563.97
cell_1780,2101.99,1610.19
cell_1781,2102.04,1076.77
cell_1782,2102.25,1667.2
cell_1783,2102.79,915.12
cell_1784,2103.1,1686.94
cell_1785,2103.94,1853.03
cell_1786,2105.19,1025.15
cell_1787,2105.24,1038.15
cell_1788,2105.59,1621.41
cell_1789,2105.62,1737.44
cell_1790,2106.15,1090.86
cell_1791,2106.3,2344.38
cell_1792,2106.42,1344.59
cell_1793,2106.45,1212.46
cell_1794,2106.91,964.43
cell_1795,2107.97,2096.81
cell_1796,2108.02,1159.19
