,imagecol,imagerow
cell_16416,6304.65,2402.09
cell_16417,6304.77,459.44
cell_16418,6305.04,1953.32
cell_16419,6305.04,660.94
cell_16420,6305.53,55.91
cell_16421,6305.74,2809.67
cell_16422,6305.9,412.58
cell_16423,6306.03,2650.66
cell_16424,6306.25,98.41
cell_16425,6306.42,1106.92
cell_16426,6306.77,1406.67
cell_16427,6307.09,168.96
cell_16428,6307.46,1931.15
cell_16429,6308,2422.81
cell_16430,6308.01,535.69
cell_16431,6308.1,747.89
cell_16432,6308.56,429.63
cell_16433,6308.58,553.74
cell_16434,6308.68,2146.11
cell_16435,6309.14,2257.95
cell_16436,6309.24,2633.65
cell_16437,6309.27,1972.5
cell_16438,6309.28,724.95
cell_16439,6309.68,274.24
cell_16440,6309.97,2541.58
cell_16441,6310.46,861.55
cell_16442,6310.53,1985.5
cell_16443,6310.84,1379.18
cell_16444,6311.16,2753.61
cell_16445,6311.86,2009.98
cell_16446,6311.99,1772.94
cell_16447,6311.99,504.02
cell_16448,6312.57,2042.53
cell_16449,6312.69,200.45
cell_16450,6312.71,322.82
cell_16451,6313.5,1246.84
cell_16452,6313.58,120.54
cell_16453,6313.75,639.47
cell_16454,6313.88,396.84
cell_16455,6314.19,2187.8
cell_16456,6314.42,2069.29
cell_16457,6314.65,692.38
cell_16458,6314.81,481.38
cell_16459,6315.07,61.92
cell_16460,6315.09,674.81
cell_16461,6315.36,2295.54
cell_16462,6315.89,2640.74
cell_16463,6316.22,2336.59
cell_16464,6316.23,610.74
cell_16465,6316.3,1817.06
cell_16466,6316.31,37.22
cell_16467,6316.67,629.68
cell_16468,6316.93,2159.86
cell_16469,6316.94,1292.26
cell_16470,6317.56,816.39
cell_16471,6317.61,738.56
cell_16472,6317.88,1845.07
cell_16473,6318.13,2411.28
cell_16474,6318.18,2553.44
cell_16475,6318.23,25.98
cell_16476,6318.32,2620.62
cell_16477,6318.39,839.73
cell_16478,6318.76,2436.48
cell_16479,6318.84,562.35
cell_16480,6319.2,2116.76
cell_16481,6319.25,2798.16
cell_16482,6319.31,51.16
cell_16483,6319.38,596.31
cell_16484,6319.4,719.16
cell_16485,6319.66,262.31
cell_16486,6319.77,540.22
cell_16487,6319.91,2726.99
cell_16488,6320.04,2325.3
cell_16489,6320.89,1063.22
cell_16490,6321.09,2284.75
cell_16491,6321.39,2201.81
cell_16492,6321.47,2103.2
cell_16493,6321.62,2309.44
cell_16494,6321.98,179.14
cell_16495,6322.08,312.53
cell_16496,6322.54,1877.39
cell_16497,6322.55,958.29
cell_16498,6322.59,665.02
cell_16499,6322.9,498.37
cell_16500,6323.04,578.44
cell_16501,6323.4,2750.3
cell_16502,6323.52,2570.86
cell_16503,6323.68,2807.9
cell_16504,6324.45,239.21
cell_16505,6324.56,468.39
cell_16506,6324.62,2088.16
cell_16507,6324.66,2428.23
cell_16508,6324.69,940.38
cell_16509,6325.02,774.71
cell_16510,6325.17,108.6
cell_16511,6325.35,689.61
cell_16512,6325.39,2054.6
cell_16513,6326.32,2261.41
cell_16514,6326.52,2213.51
cell_16515,6326.75,739.28
cell_16516,6326.77,130.17
cell_16517,6327.39,644.13
cell_16518,6327.62,420.1
cell_16519,6327.73,1150.23
cell_16520,6327.94,2654.1
cell_16521,6328.23,2236.25
cell_16522,6328.42,1753.69
cell_16523,6328.51,480.04
cell_16524,6328.52,515.05
cell_16525,6329.02,2461.1
cell_16526,6329.21,354.64
cell_16527,6329.24,626.13
cell_16528,6329.35,560.22
cell_16529,6329.58,1791.31
cell_16530,6329.61,1693.09
cell_16531,6329.69,166.62
cell_16532,6330.46,261.56
cell_16533,6330.48,2397.15
cell_16534,6330.53,1999.78
cell_16535,6330.88,755.5
cell_16536,6330.99,432.7
cell_16537,6331.4,542.59
cell_16538,6331.42,1132.71
cell_16539,6331.76,824.77
cell_16540,6332.19,411.32
cell_16541,6332.25,397.71
cell_16542,6332.36,603.12
cell_16543,6332.53,723.34
cell_16544,6332.96,2543.51
cell_16545,6333.14,2443.74
cell_16546,6333.22,2574.84
cell_16547,6333.43,1480.44
cell_16548,6333.47,2527.54
cell_16549,6333.69,273.83
cell_16550,6333.7,204.39
cell_16551,6334.34,99.13
cell_16552,6334.4,1091.19
cell_16553,6334.46,492.75
cell_16554,6334.52,691.31
cell_16555,6334.64,842.01
cell_16556,6334.94,2156.52
cell_16557,6334.98,984.04
cell_16558,6335.65,950.08
cell_16559,6335.93,310.92
cell_16560,6336.05,253.16
cell_16561,6336.05,2665.66
cell_16562,6336.15,704.15
cell_16563,6336.34,2425.45
cell_16564,6336.36,533.28
cell_16565,6337.08,746.92
cell_16566,6337.1,190.23
cell_16567,6337.62,612.46
cell_16568,6338.03,341.79
cell_16569,6338.1,561.07
cell_16570,6338.14,792.49
cell_16571,6338.53,2026.38
cell_16572,6338.57,2640.14
cell_16573,6338.68,1821.84
cell_16574,6338.71,2405.29
cell_16575,6339.15,596.27
cell_16576,6339.19,1113.04
cell_16577,6339.34,524.17
cell_16578,6339.82,116.02
cell_16579,634.71,1190.45
cell_16580,6340.01,2554.63
cell_16581,6340.12,480.88
cell_16582,6340.43,2287.75
cell_16583,6340.62,576.48
cell_16584,6340.68,322.6
cell_16585,6340.71,2392.31
cell_16586,6341.01,2719.77
cell_16587,6341.7,1505.37
cell_16588,6341.72,642.89
cell_16589,6341.82,684.17
cell_16590,6341.87,2335.67
cell_16591,6342.04,2415.41
cell_16592,6342.32,1286.23
cell_16593,6342.71,2323.86
cell_16594,6342.84,29.09
cell_16595,6343.12,2620.75
cell_16596,6343.14,2057.48
cell_16597,6343.29,699.85
cell_16598,6343.31,179.12
cell_16599,6343.45,400.22
cell_16600,6343.52,59.36
cell_16601,6343.66,2273.97
cell_16602,6343.91,1177.61
cell_16603,6344.41,1123.92
cell_16604,6344.66,859.25
cell_16605,6344.81,2754.07
cell_16606,6345,2807.05
cell_16607,6345.54,672.9
cell_16608,6346.57,2190.74
cell_16609,6346.57,251.17
cell_16610,6346.74,2524.72
cell_16611,6346.99,540.49
cell_16612,6347.45,128.02
cell_16613,6347.56,630.43
cell_16614,6347.68,747.07
cell_16615,6347.69,2097.92
cell_16616,6347.73,437.07
cell_16617,6348.31,498.28
cell_16618,6348.32,1148.14
cell_16619,6348.59,1747.33
cell_16620,6348.61,1893.8
cell_16621,6349.43,776.46
cell_16622,635.67,1626.55
cell_16623,6350.14,165.93
cell_16624,6350.22,797.62
cell_16625,6350.31,2141.55
cell_16626,6350.4,1073.21
cell_16627,6350.66,202.84
cell_16628,6350.94,2245.06
cell_16629,6351.07,2128.54
cell_16630,6351.12,1103.54
cell_16631,6351.42,612.82
cell_16632,6351.52,1776.62
cell_16633,6351.61,423.88
cell_16634,6351.63,665.84
cell_16635,6351.91,1991.14
cell_16636,6351.91,2541.88
cell_16637,6351.92,596.23
cell_16638,6351.99,240.09
cell_16639,6352.12,949.92
cell_16640,6352.28,560.26
cell_16641,6352.5,39.5
cell_16642,6352.58,2570.13
cell_16643,6352.6,727.21
cell_16644,6352.92,904.74
cell_16645,6353.14,2038.86
cell_16646,6353.19,508.74
cell_16647,6353.36,2110.26
cell_16648,6353.49,415.14
cell_16649,6354.08,360.47
cell_16650,6354.47,230.38
cell_16651,6354.47,2629.61
cell_16652,6354.48,827.6
cell_16653,6354.59,932.9
cell_16654,6354.66,715.4
cell_16655,6355.1,259.7
cell_16656,6355.32,656.28
cell_16657,6355.43,334.78
cell_16658,6355.73,2798.84
cell_16659,6355.85,534.19
cell_16660,6355.92,277.98
cell_16661,6356.09,24.32
cell_16662,6356.35,2559.94
cell_16663,6356.36,2450.86
cell_16664,6357.02,2638.62
cell_16665,6357.34,484.85
cell_16666,6357.57,2018.11
cell_16667,6357.63,2225.8
cell_16668,6357.94,1047.31
cell_16669,6357.98,406.14
cell_16670,6358.01,2279.09
cell_16671,6358.07,2157.6
cell_16672,6358.55,522.58
cell_16673,6358.67,855.45
cell_16674,6359.35,2734.72
cell_16675,6359.43,2661.96
cell_16676,6359.99,645.65
cell_16677,636.37,1237.93
cell_16678,6360.1,694.02
cell_16679,6360.18,743.48
cell_16680,6360.51,578.86
cell_16681,6360.57,597.72
cell_16682,6360.68,2550.6
cell_16683,6360.85,191.94
cell_16684,6361.8,624.95
cell_16685,6362,877
cell_16686,6362.28,1751.39
cell_16687,6362.52,759.96
cell_16688,6362.93,2424.01
cell_16689,6363.15,173.06
cell_16690,6363.25,208.66
cell_16691,6363.67,792.27
cell_16692,6364.03,267.98
cell_16693,6364.75,552.51
cell_16694,6365.22,2751.46
cell_16695,6365.43,919.68
cell_16696,6365.59,99.94
cell_16697,6365.87,1863.02
cell_16698,6366.69,1162.89
cell_16699,6366.69,2070.54
cell_16700,6366.71,2529.49
cell_16701,6366.78,1100.76
cell_16702,6366.85,439.41
cell_16703,6366.87,2648.41
cell_16704,6366.88,2329.78
cell_16705,6366.96,688.57
cell_16706,6367.13,717.34
cell_16707,6367.18,349.32
cell_16708,6367.18,490.7
cell_16709,6367.3,1660.67
cell_16710,6367.76,639.5
cell_16711,6368.53,2242.15
cell_16712,6368.7,332.63
cell_16713,6369.24,2616.99
cell_16714,6369.26,664.86
cell_16715,6369.74,2262.26
cell_16716,6369.74,586.66
cell_16717,637.16,1207.73
cell_16718,6370.46,542.4
cell_16719,6370.54,317.75
cell_16720,6371.06,565.15
cell_16721,6371.1,404.66
cell_16722,6371.12,806.08
cell_16723,6371.3,655.65
cell_16724,6371.45,2555.44
cell_16725,6371.46,1940.98
cell_16726,6371.57,2709.98
cell_16727,6371.83,2404.41
cell_16728,6372.04,2164.33
cell_16729,6373.03,1037.07
cell_16730,6373.28,747.24
cell_16731,6373.88,118.69
cell_16732,6373.93,2520.88
cell_16733,6373.95,2177.53
cell_16734,6374.12,110.71
cell_16735,6374.27,279.54
cell_16736,6375.02,2417.51
cell_16737,6375.21,948.21
cell_16738,6375.34,835.01
cell_16739,6375.8,866.81
cell_16740,6376.09,533.1
cell_16741,6376.41,2104.2
cell_16742,6376.57,2654.56
cell_16743,6376.66,62.97
cell_16744,6376.82,54.64
cell_16745,6376.9,779.79
cell_16746,6376.95,1264.32
cell_16747,6376.99,684.1
cell_16748,6377.16,641.22
cell_16749,6377.59,2574.77
cell_16750,6377.61,498.85
cell_16751,6377.69,1433.05
cell_16752,6377.87,2388.75
cell_16753,6377.89,32.57
cell_16754,6378.05,423.64
cell_16755,6378.08,341.7
cell_16756,6378.79,201.76
cell_16757,6378.83,621.54
cell_16758,6378.95,2014.32
cell_16759,6379.02,2442.64
cell_16760,6379.05,2726.64
cell_16761,6379.1,2742.44
cell_16762,6379.17,131.65
cell_16763,6379.29,657.08
cell_16764,6379.57,513.14
cell_16765,6379.71,2093.95
cell_16766,6379.72,598.36
cell_16767,6379.95,582.6
cell_16768,6380.01,2205.05
cell_16769,6380.37,2804.58
cell_16770,6380.67,2397.17
cell_16771,6380.85,184.54
cell_16772,6380.91,2564.36
cell_16773,6381.12,1203.35
cell_16774,6381.14,2320.15
cell_16775,6381.14,445.13
cell_16776,6381.19,562.92
cell_16777,6381.32,1012.32
cell_16778,6381.34,364.11
cell_16779,6381.42,1148.06
cell_16780,6382.09,43.24
cell_16781,6382.1,2145.3
cell_16782,6382.18,737.74
cell_16783,6382.35,166.15
cell_16784,6382.66,847.24
cell_16785,6382.92,2626.52
cell_16786,6383.07,2544.56
cell_16787,6383.32,2240.19
cell_16788,6383.4,2287.03
cell_16789,6383.5,2792.71
cell_16790,6383.9,1889.74
cell_16791,6384.56,881.52
cell_16792,6385.67,1086.81
cell_16793,6386.12,801.88
cell_16794,6386.31,327.28
cell_16795,6386.36,2042.08
cell_16796,6386.4,1107.07
cell_16797,6386.56,1824.35
cell_16798,6386.65,503.62
cell_16799,6387.04,2424.39
cell_16800,6387.28,964.29
cell_16801,6387.61,1235.41
cell_16802,6387.62,2453.33
cell_16803,6387.71,252.19
cell_16804,6387.88,1976.66
cell_16805,6388.42,2552.98
cell_16806,6388.44,552.54
cell_16807,6388.77,532.4
cell_16808,6388.79,707.89
cell_16809,6388.8,654.78
cell_16810,6388.92,566.95
cell_16811,6389.57,101.27
cell_16812,6389.8,2662.57
cell_16813,6389.94,241.69
cell_16814,6390.02,196.27
cell_16815,6390.41,2231.67
cell_16816,6391.19,280.94
cell_16817,6391.34,682.87
cell_16818,6391.68,2752.36
cell_16819,6391.7,584.62
cell_16820,6391.71,632.78
cell_16821,6391.74,946.34
cell_16822,6392.32,407.56
cell_16823,6392.69,812.54
cell_16824,6393.13,2562.4
cell_16825,6393.18,743.16
cell_16826,6393.23,1160.61
cell_16827,6393.44,1143.15
cell_16828,6393.73,2531.19
cell_16829,6393.73,990.53
cell_16830,6394.21,2249.48
cell_16831,6394.41,2520.58
cell_16832,6394.44,2542.55
cell_16833,6394.51,444.71
cell_16834,6394.67,1633.93
cell_16835,6394.99,52.26
cell_16836,6395.43,2633.27
cell_16837,6395.55,777.11
cell_16838,6395.82,512.06
cell_16839,6395.85,665.97
cell_16840,6396.5,2317.33
cell_16841,6396.64,702.93
cell_16842,6396.86,421.55
cell_16843,6397.28,370.26
cell_16844,6397.62,1098.69
cell_16845,6397.78,2024.1
cell_16846,6397.92,2646.52
cell_16847,6399.1,2732.27
cell_16848,6399.17,1075.78
cell_16849,6399.43,329.84
cell_16850,6399.89,2011.44
cell_16851,6399.91,1484.08
cell_16852,640.23,1439.86
cell_16853,6400.61,2106.02
cell_16854,6400.69,830.09
cell_16855,6400.81,960.74
cell_16856,6400.93,64.49
cell_16857,6401.16,433.36
cell_16858,6401.71,735.94
cell_16859,6401.96,2275.14
cell_16860,6401.97,540.46
cell_16861,6401.98,2807.36
cell_16862,6402.22,250.51
cell_16863,6402.45,759.17
cell_16864,6402.69,693.83
cell_16865,6402.96,207.4
cell_16866,6403.13,2408.84
cell_16867,6403.32,886.92
cell_16868,6403.33,802.6
cell_16869,6403.47,1060.7
cell_16870,6403.9,411.96
cell_16871,6404.39,1782.56
cell_16872,6404.44,120.75
cell_16873,6404.56,106.3
cell_16874,6404.83,2169.29
cell_16875,6405.02,281.35
cell_16876,6405.02,54.75
cell_16877,6405.05,2301.53
cell_16878,6405.12,2434.19
cell_16879,6405.16,2752.4
cell_16880,6405.39,1884.49
cell_16881,6405.9,133.97
cell_16882,6407.02,935.58
cell_16883,6407.87,1136.56
cell_16884,6408.07,2183.8
cell_16885,6408.25,2128.09
cell_16886,6408.26,2151.83
cell_16887,6408.45,2197.73
cell_16888,6408.52,32.05
cell_16889,6408.76,2567.51
cell_16890,6408.99,2393.68
cell_16891,6409.42,2652.28
cell_16892,6409.43,46.92
cell_16893,6409.53,1171.2
cell_16894,6409.67,2322.07
cell_16895,6409.72,455.15
cell_16896,641.86,1346.02
cell_16897,641.87,1326.58
cell_16898,6410.04,184.02
cell_16899,6410.08,327.08
cell_16900,6410.23,908.78
cell_16901,6410.45,743.21
cell_16902,6411.32,2259.31
cell_16903,6412.03,2637.04
cell_16904,6412.38,531.34
cell_16905,6412.42,1722.16
cell_16906,6412.57,2218.13
cell_16907,6413.29,1044.57
cell_16908,6413.39,2733.36
cell_16909,6413.41,856.2
cell_16910,6415.27,552.11
cell_16911,6415.49,210.38
cell_16912,6415.5,1451.87
cell_16913,6415.93,195.11
cell_16914,6416.28,2239.15
cell_16915,6416.43,2661.78
cell_16916,6417.03,433.48
cell_16917,6417.27,356.66
cell_16918,6417.65,2621.14
cell_16919,6417.93,118.66
cell_16920,6417.94,2514.44
cell_16921,6418.13,716.94
cell_16922,6419.17,2282.71
cell_16923,6419.75,2082.77
cell_16924,6419.98,1996.29
cell_16925,6420.35,652.79
cell_16926,6420.43,2320.28
cell_16927,6421.16,2523.8
cell_16928,6421.69,177.26
cell_16929,6421.96,1853.76
cell_16930,6422.01,2750.63
cell_16931,6422.5,981.82
cell_16932,6423.04,1089.13
cell_16933,6423.46,330.31
cell_16934,6423.46,568.04
cell_16935,6423.47,103.94
cell_16936,6424.12,779.53
cell_16937,6424.14,2541.79
cell_16938,6424.19,422.5
cell_16939,6424.22,2423.96
cell_16940,6424.5,458.65
cell_16941,6425.35,1073.06
cell_16942,6425.51,1547.39
cell_16943,6425.53,2553.93
cell_16944,6425.75,252.72
cell_16945,6425.88,760.84
cell_16946,6426.15,2709.45
cell_16947,6426.21,1516.3
cell_16948,6426.35,697.27
cell_16949,6426.45,856.38
cell_16950,6426.89,743.09
cell_16951,6427.26,2099.63
cell_16952,6427.44,2612.25
cell_16953,6427.61,523.49
cell_16954,6428.04,2409.49
cell_16955,6428.05,939.27
cell_16956,6428.89,2269.33
cell_16957,6429.83,2292.1
cell_16958,6429.85,2317.9
cell_16959,6429.91,639.21
cell_16960,6430.1,51.97
cell_16961,6430.71,800.13
cell_16962,6430.86,2024.29
cell_16963,6431.36,2644.4
cell_16964,6431.6,2136.25
cell_16965,6432.53,283.92
cell_16966,6433.21,2736.86
cell_16967,6434,2118.38
cell_16968,6434.07,2178.55
cell_16969,6434.28,2392.87
cell_16970,6434.36,213.45
cell_16971,6434.4,467.51
cell_16972,6434.56,2533.82
cell_16973,6434.74,2166.74
cell_16974,6435.03,33.04
cell_16975,6435.21,586.33
cell_16976,6435.25,1939.35
cell_16977,6435.7,966.01
cell_16978,6435.86,1184.28
cell_16979,6436.09,342.79
cell_16980,6436.13,1008.59
cell_16981,6436.44,2231.27
cell_16982,6436.47,1226.94
cell_16983,6436.54,194.27
cell_16984,6436.68,452.54
cell_16985,6437.39,2252.06
cell_16986,6437.51,529.97
cell_16987,6437.54,2055.62
cell_16988,6437.67,2747.92
cell_16989,6438,65.97
cell_16990,6438.02,1870.16
cell_16991,6438.21,2191.58
cell_16992,6438.38,1048.91
cell_16993,6438.84,2433.16
cell_16994,6439.5,1964.55
cell_16995,6439.87,2630.73
cell_16996,6439.91,1110.84
cell_16997,644.33,1580.72
cell_16998,644.86,1016.03
cell_16999,6440.03,2568.6
cell_17000,6440.05,772.81
cell_17001,6440.29,2046.35
cell_17002,6440.3,2147.44
cell_17003,6440.38,670.85
cell_17004,6440.5,1426.25
cell_17005,6440.53,263.72
cell_17006,6440.82,954.97
cell_17007,6440.93,1995.77
cell_17008,6441.35,2548.88
cell_17009,6441.78,1410.72
cell_17010,6441.85,2444.03
cell_17011,6442.2,1674.3
cell_17012,6442.26,721.04
cell_17013,6442.34,2609.09
cell_17014,6442.57,136.55
cell_17015,6442.85,1744.62
cell_17016,6443.44,2729.9
cell_17017,6444.73,203.31
cell_17018,6444.78,2716.77
cell_17019,6444.89,477
cell_17020,6445.02,2310.68
cell_17021,6445.13,2202.32
cell_17022,6445.52,383.83
cell_17023,6445.53,2660.29
cell_17024,6445.57,647.75
cell_17025,6445.73,2267.76
cell_17026,6446.03,2289.43
cell_17027,6446.28,536.27
cell_17028,6446.41,1887.49
cell_17029,6446.69,2619.66
cell_17030,6446.77,43.96
cell_17031,6447.31,1098.1
cell_17032,6447.51,842.33
cell_17033,6447.53,373.5
cell_17034,6447.6,2381.46
cell_17035,6447.62,711.01
cell_17036,6448.25,467.33
cell_17037,6448.51,454.73
cell_17038,6449.22,2023.16
cell_17039,6449.24,2034.74
cell_17040,6449.44,938.17
cell_17041,6449.7,429.05
cell_17042,6449.83,2103.78
cell_17043,6449.93,562.03
cell_17044,645.95,1229.72
cell_17045,6450.05,2809.25
cell_17046,6450.62,2791.95
cell_17047,6451.48,2558.47
cell_17048,6451.82,179.42
cell_17049,6451.89,57.04
cell_17050,6452.03,1152.12
cell_17051,6452.26,250.21
cell_17052,6452.68,1172.09
cell_17053,6452.85,442.81
cell_17054,6453.02,804.66
cell_17055,6453.16,1717.43
cell_17056,6454.27,1459.26
cell_17057,6454.42,782.21
cell_17058,6454.51,2086.03
cell_17059,6454.79,547.48
cell_17060,6454.87,196.93
cell_17061,6454.87,747.44
cell_17062,6455.15,2437.31
cell_17063,6455.44,1909.59
cell_17064,6455.5,1793.48
cell_17065,6455.63,2297.57
cell_17066,6455.68,876.44
cell_17067,6455.83,822.06
cell_17068,6455.87,363.81
cell_17069,6455.91,2536.77
cell_17070,6456.06,1028.35
cell_17071,6456.12,262.62
cell_17072,6456.24,476.09
cell_17073,6456.99,2635.49
cell_17074,6458.16,1557.34
cell_17075,6458.2,127.84
cell_17076,6458.44,216.48
cell_17077,6458.81,2746.82
cell_17078,6458.82,328.73
cell_17079,6459.2,2648.38
cell_17080,6459.36,761.45
cell_17081,6459.55,2546.01
cell_17082,646.74,1219.36
cell_17083,6460.55,172.54
cell_17084,6460.56,599.73
cell_17085,6461.46,897.58
cell_17086,6461.8,105.79
cell_17087,6461.97,637.7
cell_17088,6462.38,338.66
cell_17089,6462.41,1136.51
cell_17090,6462.6,2317.28
cell_17091,6462.71,2248.86
cell_17092,6462.83,2560.24
cell_17093,6463.09,351.56
cell_17094,6463.28,2447.73
cell_17095,6463.63,1062.75
cell_17096,6464.27,290.18
cell_17097,6465.37,2115.22
cell_17098,6465.4,911.73
cell_17099,6465.99,558.25
cell_17100,6466.26,273.22
cell_17101,6466.37,2409.54
cell_17102,6466.44,37.23
cell_17103,6467.37,2096.25
cell_17104,6467.57,859.11
cell_17105,6467.85,2419.24
cell_17106,6467.95,49.98
cell_17107,6468.11,1189.2
cell_17108,6468.21,2610.55
cell_17109,6468.46,2187.38
cell_17110,6468.63,2155.16
cell_17111,6469.16,68.39
cell_17112,6469.42,2735.84
cell_17113,6469.61,2005.56
cell_17114,6469.75,2377
cell_17115,6469.87,2622.45
cell_17116,6469.93,2509.67
cell_17117,6469.95,119.4
cell_17118,647.34,1270.78
cell_17119,647.81,2132.2
cell_17120,6470.47,261.6
cell_17121,6470.48,589.02
cell_17122,6470.64,686.9
cell_17123,6470.82,2427.42
cell_17124,6471.25,2171.17
cell_17125,6471.46,604.12
cell_17126,6471.47,1882.87
cell_17127,6471.51,954.55
cell_17128,6471.73,2291.79
cell_17129,6472.32,1434.76
cell_17130,6472.51,136.75
cell_17131,6472.96,389
cell_17132,6473.35,2308.21
cell_17133,6473.71,462.13
cell_17134,6473.91,156.29
cell_17135,6474.21,2198.8
cell_17136,6474.91,1510.56
cell_17137,6475.13,676.5
cell_17138,6475.19,222.08
cell_17139,6475.22,1015.11
cell_17140,6475.34,1112.62
cell_17141,6475.55,555.63
cell_17142,6475.73,434.8
cell_17143,6475.88,734.33
cell_17144,6475.88,992.88
cell_17145,6476.25,2801.75
cell_17146,6476.34,481.55
cell_17147,6476.47,1125.52
cell_17148,6476.59,1084.88
cell_17149,6476.78,207.47
cell_17150,6476.8,378.23
cell_17151,6477.17,2548.76
cell_17152,6477.48,2523.36
cell_17153,6477.96,2718.77
cell_17154,6478.06,2033.49
cell_17155,6479.13,838.87
cell_17156,6479.23,2397.97
cell_17157,6479.66,2787.61
cell_17158,6479.79,2133.59
cell_17159,648.02,1448.21
cell_17160,6480.2,59.61
cell_17161,6481.8,73.28
cell_17162,6481.98,2182.41
cell_17163,6482.12,1362.41
cell_17164,6482.32,2077.36
cell_17165,6482.54,613.87
cell_17166,6482.86,453.9
cell_17167,6482.94,968.17
cell_17168,6483.23,567.7
cell_17169,6483.26,1032.9
cell_17170,6483.43,2120.01
cell_17171,6483.84,2630.74
cell_17172,6483.87,2055.35
cell_17173,6484.64,256.97
cell_17174,6484.73,2654.81
cell_17175,6485.04,746.88
cell_17176,6485.33,1165.12
cell_17177,6485.33,1934.32
cell_17178,6485.43,582.9
cell_17179,6485.74,933.82
cell_17180,6485.85,2730.94
cell_17181,6486.07,1253.88
cell_17182,6486.11,634.01
cell_17183,6486.23,2097.24
cell_17184,6486.25,2808.02
cell_17185,6486.78,1072.72
cell_17186,6487.39,1153.25
cell_17187,6487.64,300.44
cell_17188,6487.67,2535.04
cell_17189,6487.74,2367.69
cell_17190,6487.8,1101.37
cell_17191,6488.05,2603.57
cell_17192,6488.23,175.8
cell_17193,6488.45,1411.8
cell_17194,6488.78,597.82
cell_17195,6488.89,2389.36
cell_17196,6489.12,2402.04
cell_17197,6489.15,2700.83
cell_17198,6489.31,2358.79
cell_17199,6489.81,468.35
cell_17200,6490.2,442.18
cell_17201,6490.22,893.17
cell_17202,6490.33,2241.65
cell_17203,6491.51,2641.15
cell_17204,6491.52,690.5
cell_17205,6491.63,2429.2
cell_17206,6491.64,215.77
cell_17207,6491.81,2710.94
cell_17208,6492.04,1950.01
cell_17209,6492.2,678.98
cell_17210,6492.25,50.04
cell_17211,6492.45,652.18
cell_17212,6492.55,2745.73
cell_17213,6493.3,832.04
cell_17214,6493.35,270.7
cell_17215,6493.81,132.25
cell_17216,6494.05,2004.3
cell_17217,6494.17,192.54
cell_17218,6494.82,755.23
cell_17219,6494.91,567.89
cell_17220,6495.42,111.84
cell_17221,6495.46,2199.86
cell_17222,6495.58,285.75
cell_17223,6496.31,707.28
cell_17224,6496.35,619.13
cell_17225,6496.89,2555.24
